id,origin_name,result_nums,final_name,type,errorcode,certified,hasany
374,五谷鱼粉,35,五谷鱼粉,大概率正确,3,,
267,五谷渔粉,131,五谷鱼粉,大概率正确,3,,
134,武汉热干面,181,武汉热干面,大概率正确,3,,
578,小烧饼,3,原二小烧饼,大概率正确,3,,
311,晏曲烩面,2,晏曲烩面烙馍村,大概率正确,3,,
17,云南过桥米线,102,云南过桥米线,大概率正确,3,,
38,郑喜旺,9,郑喜旺烧烤,大概率正确,3,FALSE,
213,**炒鸡,0,炒鸡,范围过大,2,,
464,八大碗,12,八大碗,大概率正确,3,,
440,潮辣火锅,0,蔡记,错误,1,,
498,陈记麻辣小龙虾,0,成记,范围过大,2,,
37,川菜,367,川菜,范围过大,2,,
11,串串香火锅,31,串串香火锅,大概率正确,3,FALSE,
191,粗粮小厨,14,粗粮小厨,大概率正确,3,FALSE,
521,大骨头,153,大骨头,大概率正确,3,,
75,大排档,119,大排档,范围过大,2,,
193,大盘鸡,1654,大盘鸡,范围过大,2,,
336,地锅鸡,70,饭店,范围过大,2,,
216,东北烧烤菜馆,0,烧烤,范围过大,2,,
177,豆豆鲜炸串店,0,炸串,范围过大,2,,
527,豆花烧烤,0,烧烤,范围过大,2,,
366,尔萨烧烤,0,烧烤,范围过大,2,,
271,放团结胡辣汤,0,胡辣汤,范围过大,2,,
495,丰庆路兰州拉面店,0,兰州拉面,大概率正确,3,,
360,干锅鸭,23,干锅鸭,范围过大,2,,
113,哥俩好火锅店,0,哥俩,大概率正确,3,,
264,公园茂小哥烤肉,0,烤肉,范围过大,2,,
493,郭振大排档,0,大排档,范围过大,2,,
307,海霸王火锅,0,火锅,范围过大,2,,
428,海鲜餐厅,17,海鲜,范围过大,2,,
538,韩庄烩面,0,烩面,范围过大,2,,
530,河南胡辣汤,0,胡辣汤,范围过大,2,,
502,饸饹面馆,14,饸饹面,范围过大,2,,
308,饸络面馆,0,饸饹面,范围过大,2,,
24,侯振东胡辣汤,0,胡辣汤,范围过大,2,,
3,胡辣汤,2170,胡辣汤,范围过大,2,,
306,胡羊排,17,胡羊排,范围过大,2,,
544,黄焖鸡,1579,黄焖鸡米饭,范围过大,2,,
124,黄焖鸡米饭,1180,黄焖鸡米饭,范围过大,2,,
66,烩面馆,279,烩面,范围过大,2,,
266,馄饨,300,馄饨,范围过大,2,,
20,火锅,2197,火锅,范围过大,2,,
346,火锅店,72,火锅,范围过大,2,,
104,鸡公煲,112,鸡公煲,范围过大,2,,
349,郏县饸饹面,136,饸饹面,范围过大,2,,
54,椒麻鸡,76,椒麻鸡,大概率正确,3,,
157,剧烧烤,0,烧烤,范围过大,2,,
507,开封大盘鸡,0,大盘鸡,范围过大,2,,
257,烤肉,683,烤肉,范围过大,2,,
91,烤肉店,8,烤肉,范围过大,2,,
114,烤肉店（）忘记了,0,烤肉,范围过大,2,,
90,烤小串,19,烤肉,范围过大,2,,
144,烤鱼,331,烤鱼,范围过大,2,,
579,烤鱼店,6,烤鱼,范围过大,2,,
557,拉面,1077,拉面,范围过大,2,,
379,拉面馆,34,拉面,范围过大,2,,
352,赖尚火锅,0,火锅,范围过大,2,,
62,兰州拉面,371,兰州拉面,范围过大,2,,
368,兰州拉面馆,4,兰州拉面,范围过大,2,,
404,老北京火锅,0,火锅,范围过大,2,,
393,老碗面,364,老碗面,范围过大,2,,
82,螺蛳粉,152,螺蛳粉,范围过大,2,,
472,驴肉馆,32,驴肉,范围过大,2,,
174,驴肉火烧,242,驴肉火烧,范围过大,2,,
432,驴肉火烧店,3,驴肉火烧,范围过大,2,,
288,麻辣烫,1306,麻辣烫,范围过大,2,,
111,麻辣小面,12,麻辣小面,范围过大,2,,
60,麻婆豆腐,44,麻婆豆腐,范围过大,2,,
325,马记原阳烩面,0,原阳,大概率正确,3,,
